TIME_CYCLE                : 0
TIME_UNITS                : DAYS
SERIE_INITIAL_DATA        : 2016 02 01 12 00 00

!time          rate
<BeginTimeSerie>
0	0.00021654
1	0.00019246
2	0.00017678
3	0.00016698
4	0.00016038
5	0.00015450
6	0.00014911
7	0.00014440
8	0.00014078
9	0.00013796
10	0.00013562
11	0.00013341
12	0.00013094
13	0.00012847
14	0.00012624
15	0.00012434
16	0.00012276
17	0.00012133
18	0.00012024
19	0.00011999
20	0.00012209
21	0.00016501
22	0.00022110
23	0.00027839
24	0.00031444
25	0.00027729
26	0.00022541
27	0.00019213
28	0.00018652
29	0.00021717
30	0.00024852
31	0.00022591
32	0.00032186
33	0.00051734
34	0.00049366
35	0.00054929
36	0.00065650
37	0.00075851
38	0.00114844
39	0.00128932
40	0.00114778
41	0.00091279
42	0.00070040
43	0.00055589
44	0.00043269
45	0.00035466
46	0.00031428
47	0.00033862
48	0.00039352
49	0.00039993
50	0.00040734
51	0.00046344
52	0.00048338
53	0.00047254
54	0.00042778
55	0.00054345
56	0.00065608
57	0.00052827
58	0.00052758
59	0.00131837
60	0.00145539
61	0.00133324
62	0.00115090
63	0.00088670
64	0.00069551
65	0.00057361
66	0.00052855
67	0.00052273
68	0.00044403
69	0.00036589
70	0.00031504
71	0.00028010
72	0.00025895
73	0.00024416
74	0.00023301
75	0.00022519
76	0.00021913
77	0.00021357
78	0.00020880
79	0.00020482
80	0.00020144
81	0.00019927
82	0.00019768
83	0.00019601
84	0.00019403
85	0.00019211
86	0.00019069
87	0.00018964
88	0.00018862
89	0.00018778
90	0.00018714
91	0.00018850
92	0.00021144
93	0.00025199
94	0.00024968
95	0.00023785
96	0.00022120
97	0.00020777
98	0.00019874
99	0.00019314
100	0.00018945
101	0.00018666
102	0.00018431
103	0.00018243
104	0.00018086
105	0.00017953
106	0.00017818
107	0.00017681
108	0.00017578
109	0.00017609
110	0.00017796
111	0.00017914
112	0.00018352
113	0.00019025
114	0.00018672
115	0.00018123
116	0.00017834
117	0.00017583
118	0.00017294
119	0.00017036
120	0.00016835
121	0.00016689
122	0.00016616
