TIME_CYCLE                : 0
TIME_UNITS                : DAYS
SERIE_INITIAL_DATA        : 2016 02 01 12 00 00

!time          rate
<BeginTimeSerie>
0	0.00036907	0.00002949
1	0.00034754	0.00002135
2	0.00035937	0.00001202
3	0.00036672	0.00000798
4	0.00038855	0.00000659
5	0.00040791	0.00000651
6	0.00041781	0.00000669
7	0.00042652	0.00000882
8	0.00043017	0.00001426
9	0.00042950	0.00004595
10	0.00042788	0.00006351
11	0.00042956	0.00002361
12	0.00042972	0.00001278
13	0.00042955	0.00003297
14	0.00042213	0.00002792
15	0.00040845	0.00001327
16	0.00038753	0.00000794
17	0.00033702	0.00000631
18	0.00026082	0.00000581
19	0.00020851	0.00000568
20	0.00016356	0.00000600
21	0.00012203	0.00000762
22	0.00007314	0.00000853
23	0.00005229	0.00000836
24	0.00005725	0.00000789
25	0.00007658	0.00000706
26	0.00009882	0.00000643
27	0.00008047	0.00000579
28	0.00006232	0.00000555
29	0.00005513	0.00000548
30	0.00005012	0.00000546
31	0.00004534	0.00000545
32	0.00004128	0.00000551
33	0.00003791	0.00000553
34	0.00003729	0.00000547
35	0.00004982	0.00000751
36	0.00006846	0.00001478
37	0.00008327	0.00001729
38	0.00007830	0.00001167
39	0.00012003	0.00000858
40	0.00016833	0.00000703
41	0.00018369	0.00000611
42	0.00021819	0.00000630
43	0.00025754	0.00004766
44	0.00026077	0.00005979
45	0.00023091	0.00002952
46	0.00020981	0.00001842
47	0.00021442	0.00002202
48	0.00022189	0.00001322
49	0.00021534	0.00003710
50	0.00018759	0.00005496
51	0.00016091	0.00003477
52	0.00015380	0.00001512
53	0.00016482	0.00000843
54	0.00016269	0.00000630
55	0.00020303	0.00000557
56	0.00022471	0.00000534
57	0.00031710	0.00000706
58	0.00037892	0.00000826
59	0.00041120	0.00000810
60	0.00042462	0.00000746
61	0.00042316	0.00000608
62	0.00041897	0.00000540
63	0.00041206	0.00000504
64	0.00040422	0.00000483
65	0.00038794	0.00000472
66	0.00036645	0.00000466
67	0.00032464	0.00000461
68	0.00028569	0.00000461
69	0.00025114	0.00000470
70	0.00022178	0.00000503
71	0.00019606	0.00000559
72	0.00017576	0.00001011
73	0.00014732	0.00001372
74	0.00011637	0.00001112
75	0.00007632	0.00000796
76	0.00004893	0.00000609
77	0.00003717	0.00000522
78	0.00003215	0.00000485
79	0.00004236	0.00000456
80	0.00005064	0.00000434
81	0.00004804	0.00000424
82	0.00004429	0.00000418
83	0.00004298	0.00000414
84	0.00004655	0.00000411
85	0.00005555	0.00000409
86	0.00008398	0.00000407
87	0.00011319	0.00000408
88	0.00014720	0.00000408
89	0.00017128	0.00000405
90	0.00021591	0.00000401
91	0.00034097	0.00000399
92	0.00038702	0.00000398
93	0.00037494	0.00000408
94	0.00032337	0.00000427
95	0.00025548	0.00000462
96	0.00019813	0.00000539
97	0.00016842	0.00000646
98	0.00016929	0.00000815
99	0.00016584	0.00000857
100	0.00017771	0.00000852
101	0.00017571	0.00000859
102	0.00015077	0.00000886
103	0.00015316	0.00001052
104	0.00015401	0.00001243
105	0.00016622	0.00001441
106	0.00024572	0.00000987
107	0.00035515	0.00000836
108	0.00040206	0.00000760
109	0.00041163	0.00000696
110	0.00040297	0.00000651
111	0.00039228	0.00000617
112	0.00037976	0.00000596
113	0.00037542	0.00000579
114	0.00036168	0.00000565
115	0.00032560	0.00000583
116	0.00032787	0.00000628
117	0.00033881	0.00001681
118	0.00037057	0.00001795
119	0.00040525	0.00001831
120	0.00041893	0.00001138
121	0.00042896	0.00000818
122	0.00042581	0.00000698
123	0.00041178	0.00000633
124	0.00038966	0.00000533
125	0.00033536	0.00000476
126	0.00026920	0.00000434
127	0.00031364	0.00000403
128	0.00040725	0.00000393
129	0.00044351	0.00000398
130	0.00043887	0.00000401
131	0.00043058	0.00000399
132	0.00041705	0.00000395
133	0.00039627	0.00000384
134	0.00036314	0.00000360
135	0.00032096	0.00000340
136	0.00028078	0.00000328
137	0.00032415	0.00000323
138	0.00041311	0.00000326
139	0.00044424	0.00000332
140	0.00043924	0.00000333
141	0.00043488	0.00000330
142	0.00042853	0.00000325
143	0.00041550	0.00000320
144	0.00038542	0.00000316
145	0.00031276	0.00000314
146	0.00025485	0.00000313
147	0.00020300	0.00000311
148	0.00015440	0.00000307
149	0.00011220	0.00000307
150	0.00007779	0.00000317
151	0.00006402	0.00000346
152	0.00005577	0.00000354
153	0.00005486	0.00000354
154	0.00005621	0.00000346
155	0.00005222	0.00000415
