TIME_CYCLE                : 0
TIME_UNITS                : DAYS
SERIE_INITIAL_DATA        : 2016 02 01 12 00 00

!time          rate
<BeginTimeSerie>
0	0.00067524
1	0.00056508
2	0.00054344
3	0.00041876
4	0.00037095
5	0.00057387
6	0.00058217
7	0.00043211
8	0.00037159
9	0.00045755
10	0.00050248
11	0.00043114
12	0.00052681
13	0.00048403
14	0.00047720
15	0.00050883
16	0.00038739
17	0.00034544
18	0.00031096
19	0.00028968
20	0.00028799
21	0.00036250
22	0.00052452
23	0.00063337
24	0.00044406
25	0.00062666
26	0.00064844
27	0.00054769
28	0.00042688
29	0.00039941
30	0.00038795
31	0.00042563
32	0.00040372
33	0.00033243
34	0.00035855
35	0.00059370
36	0.00085787
37	0.00126987
38	0.00201335
39	0.00167825
40	0.00104429
41	0.00092284
42	0.00064305
43	0.00085773
44	0.00079002
45	0.00087040
46	0.00074774
47	0.00093698
48	0.00088242
49	0.00070074
50	0.00067045
51	0.00059517
52	0.00062496
53	0.00131997
54	0.00162905
55	0.00161805
56	0.00252644
57	0.00299709
58	0.00208081
59	0.00241262
60	0.00235248
61	0.00155145
62	0.00145423
63	0.00103960
64	0.00099326
65	0.00078420
66	0.00076548
67	0.00072269
68	0.00059191
69	0.00088165
70	0.00095559
71	0.00081689
72	0.00057938
73	0.00056002
74	0.00064716
75	0.00050386
76	0.00046350
77	0.00037017
78	0.00033371
79	0.00031240
80	0.00029891
81	0.00028936
82	0.00028091
83	0.00027515
84	0.00026961
85	0.00026543
86	0.00026120
87	0.00026006
88	0.00025582
89	0.00025557
90	0.00025729
91	0.00025882
92	0.00040535
93	0.00047893
94	0.00046882
95	0.00037966
96	0.00034119
97	0.00031152
98	0.00029741
99	0.00028670
100	0.00027694
101	0.00026792
102	0.00025924
103	0.00028858
104	0.00029307
105	0.00028505
106	0.00027960
107	0.00025805
108	0.00024700
109	0.00027394
110	0.00040542
111	0.00058228
112	0.00058221
113	0.00044091
114	0.00036470
115	0.00031389
116	0.00028028
117	0.00025839
118	0.00024417
119	0.00023551
120	0.00022771
121	0.00022009
122	0.00022231
123	0.00024311
124	0.00024374
125	0.00023615
126	0.00022808
127	0.00022019
128	0.00021251
129	0.00020500
130	0.00020242
131	0.00020491
132	0.00021738
133	0.00027066
134	0.00028860
135	0.00027921
136	0.00025254
137	0.00022783
138	0.00021988
139	0.00021099
140	0.00020284
141	0.00020584
142	0.00022579
